gene	PC9.DMSO1	PC9.DMSO2	PC9.DMSO3	PC9.osiacute1	PC9.osiacute2	PC9.osiacute3	PC9.osiDTP1	PC9.osiDTP2	PC9.osiDTP3
A1BG	2.134688206	5.929363703	4.331146037	8.027630154	15.7629577	5.853537111	19.47266554	54.6598821	16.44427207
A1CF	1.652831155	4.144645696	2.499168177	4.945032271	10.0442125	2.476446024	14.14576528	7.47605775	9.132462355
A2M	8.212231362	0	0	14.94164398	0	0.359059626	0.36164855	33.39061842	7.940929251
A2ML1	122.7584233	120.1747066	83.07649814	167.3363296	245.6115848	244.6464245	723.9662025	993.4183288	912.6770446
A3GALT2	0	0	0	0.953679692	1.925190969	0.964086724	2.891171703	0.967141235	2.889547617
A4GALT	293.8822189	427.5457318	311.2079973	1333.063942	1780.162943	1424.601154	2322.451155	3057.690386	2822.636641
A4GNT	0	0	0	4.824711603	10.71714943	0	0.975896465	0.976685625	2.919876944
AAAS	2308.077718	3045.795677	2244.772836	2251.345278	2399.737707	2188.727658	1832.057907	2327.184485	2459.344853
AACS	1828.952726	2531.713496	2244.230274	1739.206471	2123.980057	1902.067871	1718.347454	1961.171202	2300.717339
AADAC	0	0	0	0	0	0	0	0	0.730772227
AADACL2	0	0	0	0	0	0	0.691105638	1.365368663	6.802080529
AADACL3	0	1.034509594	0.986333758	5.835141662	0.982152731	2.932425583	1.968143091	3.932643068	1.960264906
AADACL4	0	0	0	0	0	0	0	0	0
AADAT	285.0939496	271.8728471	257.0937708	126.9382645	90.54423171	92.59578929	166.2735044	164.1281742	234.1923068
AAGAB	3719.665601	4518.591827	3392.854584	2448.117375	2730.566127	2771.681789	2168.428999	2309.471459	2637.97726
AAK1	1893.258516	3012.171724	2370.606664	4255.884044	5334.942658	4104.158308	2572.24154	2574.580723	3159.451541
AAMDC	153.6275961	281.2944311	160.6629526	566.666047	652.7939711	503.9198049	509.0116699	662.3213052	684.0052097
AAMP	7809.734033	9254.064345	7692.629876	6906.738927	8082.522438	7006.240771	5983.938434	6743.800599	7932.50906
AANAT	15.128214	29.22041178	17.09763434	11.35624131	8.891485385	19.30372773	17.0869748	11.21163182	11.25878535
AAR2	1732.870976	1994.094083	1666.15225	1651.098928	1962.404016	1739.712407	1486.466819	1788.276567	2141.99841
AARD	6.461911543	11.80701327	4.213458004	16.59854207	29.30401473	13.31253188	26.8691588	30.82367424	41.06523483
AARS1	6202.378012	8339.220315	6881.873636	4063.503535	4789.268934	4028.325163	5482.882283	6757.548478	6566.6745
AARS2	1296.842576	1650.511885	1296.707809	1010.583075	1183.042021	1160.046427	907.2041463	1315.544302	1387.278642
AARSD1	1105.537438	1237.443809	1062.917192	632.8322108	751.8860017	706.1206058	553.2723939	720.4599082	649.793218
AASDH	384.5961876	496.0161053	399.1817448	345.454313	471.5463534	389.0565889	375.2016653	436.7315662	377.7833335
AASDHPPT	3349.389268	3711.979399	3080.729591	1700.960339	1735.26545	1702.113841	1474.291298	1836.69757	2020.290736
AASS	78.38816614	90.97551523	50.67911512	135.5671159	204.9451081	159.8876628	129.0468461	122.1464268	142.4622745
AATF	4064.089952	4463.652759	4370.411806	2480.774334	2533.265811	2554.397757	1775.490062	2201.201586	2431.233825
AATK	1.049198559	6.129835543	5.238311232	45.35151689	100.36952	102.7573618	84.68911273	56.57480319	52.52166663
ABAT	371.9904719	698.9277924	444.5135383	1424.293706	1985.415086	1359.380155	856.2046122	886.2050032	953.2423825
ABCA1	2099.18342	1949.570093	1982.058961	2595.898236	2317.214343	1607.757163	2092.233147	2569.402673	2998.460912
ABCA10	7.334885531	6.098063161	6.501583805	3.1905843	69.09276814	47.73959305	14.04722311	31.38040638	25.01111243
ABCA12	11.5267795	84.1873077	10.45792739	23.68675588	29.23995551	50.8338523	40.52644399	33.68673863	57.75849402
ABCA13	63.20234488	27.64998429	19.20236546	6.833780415	9.203566734	5.880991229	9.330672263	13.36813264	16.3432673
ABCA2	4368.063954	6019.482441	4563.223735	4950.633845	6562.786255	6013.333715	5809.275011	7691.290943	7808.383601
ABCA3	933.9517768	1046.586196	880.3027115	757.0780956	604.6314515	711.9648338	740.0012671	871.7052159	1058.989995
ABCA4	65.59869818	190.5857504	102.6768017	783.6539944	1339.311954	882.1904454	486.7613759	727.0423262	689.3626954
ABCA5	94.22359456	123.3707402	136.2849487	527.5324408	886.0776166	655.1682165	666.2607326	933.47088	812.5924603
ABCA6	5.850571608	14.25663442	9.831497149	21.38197754	12.36568704	21.82308275	22.33302637	26.23337489	31.55946822
ABCA7	511.3014178	551.729768	353.4860811	667.7144518	660.5373386	680.1810995	449.6167479	638.2773949	610.6986269
ABCA8	2.333147613	3.918907479	1.925239559	1.795144789	0.780516079	0.777189215	1.563981872	2.56586271	9.93803718
ABCA9	16.2559889	20.43671493	5.409254135	23.743574	50.87470194	20.15928881	22.31890673	68.3670573	35.56641034
ABCB1	0	0	0	0	0	3.128486653	3.123445876	30.56959551	7.17098926
ABCB10	869.1846076	1102.839144	948.625868	303.4907289	326.5249132	403.6543254	327.8955039	416.2471071	433.5191785
ABCB11	0.81570657	0	0	0	0	0	0	0	0
ABCB4	0	0	0	8.591889365	1.741681757	6.552111541	2.283069508	12.42674786	2.85451843
ABCB5	1.60250648	12.23167962	3.230663593	0.53123109	0.545605913	3.451246855	2.561183405	3.465624976	0.535557861
ABCB6	880.4452846	1217.425005	833.2902093	1265.162438	1388.963897	1399.995914	1210.392126	1619.33148	1657.883649
ABCB7	833.1857144	1084.214711	919.0884043	1147.494942	1585.521727	1301.005919	936.4539582	1050.157428	1047.863572
ABCB8	2996.177761	3778.565952	2856.717912	3946.08625	4083.999387	3744.805876	2213.712631	2691.746058	2825.951837
ABCB9	251.0896423	316.7106698	203.8270975	387.3581703	439.5130914	472.2494104	315.0930979	301.7596399	277.7836602
ABCC1	4345.772126	5260.520275	4988.508757	3714.234594	3627.338699	3440.124041	3678.172131	4025.23121	4431.767738
ABCC10	723.0421305	966.2772357	780.4646643	1068.427358	1102.032519	1287.297175	993.336386	1340.1954	1409.625093
ABCC11	9.667666387	9.936957532	10.87898397	33.35094483	12.32836373	20.98719046	24.09912201	22.43997983	17.4098613
ABCC12	0	0	1.361757081	0	1.478029302	7.88680722	0.770028347	0	0
ABCC2	15.61572664	21.3344954	35.28513442	18.03339943	12.44099421	15.30263655	10.13608674	0	8.139976689
ABCC3	10036.36324	16075.33207	9815.475588	6482.629268	6449.349074	6606.725114	9102.195854	9662.591355	9602.069249
ABCC4	26.88163172	58.13708991	18.51218561	32.24527377	36.93147172	25.01048765	0	3.783118692	17.0144468
ABCC5	5868.763392	10085.46017	7026.996257	24688.89206	31542.66662	22033.48406	15225.06526	21782.90627	18865.20738
ABCC6	13.13931464	42.67065772	11.3294869	23.30516891	42.13507043	23.70215214	19.46549444	33.39684081	37.66723355
ABCC8	0	0	0	0	0	0	0	0	0
ABCC9	48.21739085	63.35136249	43.60091265	60.65204301	84.55993042	69.9230961	97.31314797	113.4515214	128.2768726
ABCD1	1716.995315	1957.364381	1555.911207	2256.445937	2900.155091	2335.951935	1416.740403	1601.401066	1879.521171
ABCD2	1.964381532	0	0	0	0.986623102	0.981188308	1.977280675	0.987202922	0
ABCD3	3964.509333	5145.427166	4597.82152	4019.236627	4017.986293	3718.768866	3192.751023	3626.296033	3825.362257
ABCD4	1971.934948	2872.123569	2191.284896	3939.897724	4537.022408	3341.796	3281.456739	4707.05896	4575.352646
ABCE1	8862.408208	9313.787645	8838.591248	2805.445074	2644.509305	3064.691312	2800.210266	2970.221411	3532.64487
ABCF1	5454.289307	5814.759557	5969.50286	4286.319127	4697.676158	4496.602221	4393.030642	4820.016344	5132.389269
ABCF2	6667.083152	6975.696971	5840.056268	2831.254481	3378.290812	3268.537848	3067.33854	3528.045748	3785.047186
ABCF3	3026.534154	3926.431246	3117.568419	3743.375334	4694.21646	3763.384423	3085.581581	3962.208356	3733.020588
ABCG1	76.1271335	95.93697026	111.0217317	190.0974226	225.0452369	102.1789782	166.6602066	194.0512399	202.7560209
ABCG2	2153.779379	1992.987849	1447.11224	1181.092011	1677.443978	1932.045076	1603.445013	1505.530339	1547.869303
ABCG4	2.486730931	10.01803149	4.816366575	3.558735152	6.855776904	3.853014255	8.946537785	0	6.226471217
ABCG5	1.938699411	0.976694416	2.135573717	3.891832879	5.836548237	1.224796793	4.872344324	1.947865199	0.970849575
ABCG8	0	0	0	0	1.961014107	0	0	0	0.978854653
ABHD1	18.05422465	32.78598227	22.84917785	31.51474207	33.55382543	42.83227931	24.09390392	19.14333145	36.21472525
ABHD10	2162.921806	2297.923206	2228.032726	1423.922642	1486.133795	1505.188794	1369.50412	1569.440097	1668.718356
ABHD11	1202.500238	1673.295908	1324.752491	3761.005657	4111.40935	3731.434422	4041.226296	5620.154489	5226.150411
ABHD12	1626.756773	2066.610003	1693.934685	2902.577784	3293.268277	2936.929911	2417.012826	2788.617542	3216.859739
ABHD12B	2.390930324	4.459107576	17.5660701	9.942484127	18.33869177	9.398981358	16.92948506	15.73028234	31.8915141
ABHD13	509.0811507	681.8200047	650.6757741	408.7197744	523.1239291	463.5102611	523.1940646	606.3047225	596.6265151
ABHD14A	247.6582175	263.1520307	286.8171788	291.4406357	264.0240543	253.9615038	279.2724192	363.1524525	368.700996
ABHD14A.ACY1	19.96269108	44.1724351	30.28223561	37.66037438	47.92667395	40.63607227	35.88991289	54.07319877	73.86663519
ABHD14B	2122.56459	2519.638279	2046.06141	2576.608369	3178.458211	2715.641562	2039.63205	2417.824241	2556.171871
ABHD15	783.1587197	997.4624149	805.8789112	622.6935653	690.107118	626.2252313	716.0455761	747.7201223	846.852145
ABHD16A	773.2477904	1036.182734	816.8927229	1830.529644	1855.772941	1840.220977	1920.959238	2270.979933	2274.551461
ABHD16B	0	0	0	0	0	0	0	0	0
ABHD17A	1493.92698	1813.981631	1423.154594	1845.851115	2236.784706	1910.265649	2071.667929	2456.091692	2685.50319
ABHD17B	408.6360973	626.9617146	465.4267243	398.3507085	482.0855677	373.2944327	327.9365976	448.9104019	564.4759378
ABHD17C	2156.540598	3301.509821	3046.760166	2248.446358	2523.080282	2615.085044	1996.173614	2275.151806	2228.013313
ABHD18	300.795988	313.9429957	240.5928899	226.4130958	259.9452324	323.2707655	311.7344787	373.0608204	359.7144662
ABHD2	5909.740451	8855.440372	5636.706814	21972.58661	17154.27978	18932.73318	6434.818343	7626.478272	7911.038443
ABHD3	383.4682896	663.8145873	536.7437055	287.8144567	307.3054447	241.7051084	276.5639155	325.0995468	422.6144029
ABHD4	1775.018295	2351.722264	1516.585012	9730.18843	12597.78594	9621.591715	8666.544	9535.932769	11060.13376
ABHD5	990.8980808	1165.091175	1168.392327	743.1895777	779.5730976	672.1979024	639.6134302	670.0378178	820.7728606
ABHD6	455.5636855	494.4763395	453.9987084	234.2379785	226.4111249	265.8271852	266.6599174	284.8951876	366.9169362
ABHD8	835.1450183	1161.616328	768.1196035	1336.959072	1788.330717	1507.239863	1460.416343	1658.79606	1911.994117
ABI1	1765.690447	2518.845821	2059.430841	3129.264249	3616.672635	3326.001579	2504.039465	2749.954951	3152.951646
ABI2	1760.987129	2288.662888	2103.331272	1441.497238	2024.787671	1669.431342	1350.029051	1603.56979	1559.196682
ABI3	0	1.765878099	0	1.746160942	0.787025616	0	0.628717627	4.734171536	1.253556597
ABI3BP	6.747182567	25.22441655	10.85041812	62.78552133	49.84628703	28.14483913	49.43845904	100.9772192	79.23501924
ABITRAM	804.3066423	1026.632412	892.0351241	832.6455082	1057.881029	804.2056164	709.5598304	794.205961	825.7771867
ABL1	3260.104445	3680.163189	3029.627017	3227.120567	3678.555927	3167.185844	2505.946098	2691.672353	3464.422328
ABL2	2447.84799	3321.599404	2868.486995	1401.688511	1762.331495	1373.683944	1522.587299	1670.602418	1983.218922
ABLIM1	4657.12046	5965.940656	5458.386459	8680.633924	10158.93942	9817.903798	8445.672003	9671.040224	11072.71623
ABLIM2	80.26903225	39.6481123	14.47753218	80.36275675	104.9740108	170.4626741	74.0442329	104.8408462	141.8565925
ABLIM3	5207.503679	7140.587241	5962.529984	8021.236873	7569.714992	6891.25313	4193.395875	5348.359353	5289.579919
ABO	0	0	0	0	0	0	4.023215751	4.034475498	0
ABR	2996.325636	4117.146291	3340.46582	2933.434213	3370.066279	2900.819073	3007.751412	3637.051923	3547.348688
ABRA	0.976928282	1.968511009	2.955328855	0	0.980987837	0.97633881	0.9820531	0	0.97893931
ABRACL	940.9243566	1357.83277	1053.657345	1281.323135	1479.621512	1332.40519	1097.459329	1027.809254	1132.388112
ABRAXAS1	152.6068741	170.7737801	113.9643804	253.1135992	362.4564923	252.6989249	227.4420779	269.2926599	274.9832706
ABRAXAS2	669.3493081	777.9180291	672.9591254	525.3410591	572.6835979	561.4899725	497.1286204	639.2513866	817.3295724
ABT1	1459.674512	1756.419562	1420.629147	1081.585462	1383.437406	1101.363235	1051.070594	1132.040864	1186.185393
ABTB1	256.9142444	537.8600344	276.2806361	2254.818061	2590.905575	2193.824732	1497.838329	2306.32397	1942.659839
ABTB2	2989.214229	3617.602263	3316.749862	1716.618356	1859.492116	1732.094462	2511.081684	2256.880677	3117.264257
AC000093.1	7.970582913	28.81195459	13.90646648	92.25151432	73.72027513	82.35859767	114.1561101	160.6463458	123.3463566
AC000120.3	0	2.896716225	0	1.50001212	0	0	4.658693276	0	0
AC001226.2	14.63041174	12.98003471	5.899679434	2.932174258	17.880542	5.192979894	5.180027408	20.62643033	19.68433181
AC002094.3	3.563800727	0	0	0	0	2.279609431	0	0	0
AC002310.4	24.6904176	0	2.29E-05	2.00E-05	4.60E-08	0	25.21082162	97.01932963	120.599296
AC002316.1	2130.034003	2481.29606	2254.558082	839.2124329	893.9055063	1065.519189	1577.557338	1911.347242	2647.796484
AC002985.1	20.99686123	32.63358858	16.09912438	13.4421325	13.42996854	19.63962262	13.18350417	12.11372881	13.5339561
AC002996.1	1.90E-06	11.28107396	0	0	4.56351893	0	0	0	0
AC003002.1	0	0	0.54290498	0	3.118245149	0	0	0	0
AC003002.2	2.36115905	3.017500898	2.19035385	0	0	5.922347995	21.00824531	3.65826175	9.796374451
AC003002.3	6.180383401	3.840235124	3.506754287	13.62413574	4.909974473	11.86368809	15.04215717	11.54958692	23.85356485
AC003005.1	0	0	0	0	0	0	1.949723711	0	0
AC003006.1	6.824443466	3.236097887	8.805900951	1.806604722	10.76220546	5.889656028	12.62715125	13.46942398	13.43988164
AC003688.2	44.90984679	66.70320838	49.37277973	150.1584214	190.4250722	125.6582129	79.42748446	151.1738054	157.1206458
AC004076.1	2.091078844	6.701584568	2.474343446	6.834089728	15.1745489	10.86797937	19.78925006	7.504411624	3.002759615
AC004080.3	0	0	0	0	0	0	0	0	0
AC004151.1	1699.66183	2475.154266	1575.230299	1434.143887	1888.850643	1583.95373	1642.967069	1759.577881	2057.248115
AC004223.3	0	0	0	0	2.518636733	17.45485454	0	4.877351752	12.24309419
AC004556.3	3.692439644	4.246204293	0	18.97481321	0	6.614208638	0	0	4.14607509
AC004593.2	0	0	0	0	0	0	0	0	0
AC004691.2	0	2.058334707	0	2.374786564	0	2.215456595	0	0	0
AC004805.1	3.784285465	0	0	0	0	0	12.43342681	0	0
AC004832.3	128.9193493	191.7619253	57.63939441	68.04677283	110.0626396	82.40400231	79.49776361	108.4605018	98.14709648
AC004922.1	58.38394392	82.06929782	37.43670353	46.86488766	44.07100133	57.90288793	25.38865559	39.75295078	70.41263246
AC004997.1	25.31863523	90.02374998	86.47107026	78.5582166	98.35231203	98.33068118	12.58176978	103.5693263	79.11096517
AC005020.2	0	3.974214285	0	2.851539943	5.372774743	0	6.437089676	0	0
AC005041.1	43.55893897	39.96905343	76.22334457	53.58646682	134.3112108	82.31898949	38.44104378	93.56547478	145.1654808
AC005154.5	0	0	0	2.866841725	0	4.174720079	0	0	1.285253566
AC005258.1	0	0	0	0	0	0	0	0	0
AC005261.1	648.4737529	953.9726289	692.2330811	1120.635265	1240.968912	1047.650041	1075.870525	1140.679037	1349.301595
AC005324.3	20.90525413	10.90815837	8.362080895	73.3921183	59.48731349	52.06230164	81.39755077	76.11646241	115.8006832
AC005324.4	6.101902068	11.85214355	34.17065986	22.70657478	22.07556977	7.149344677	25.76028687	3.000946998	6.97161873
AC005520.3	39.36466043	12.18506697	30.33759358	36.12729666	28.20239278	47.35756756	46.54515408	15.41430068	22.57141687
AC005670.2	4.750709742	12.58635477	13.89281762	3.231254954	0	0	12.06527316	10.5966563	8.542864251
AC005697.1	0	0	0	0	0	0	0	0	1.664938101
AC005702.1	5.327179894	4.945160617	0	2.842826358	0	0	5.911735297	5.379229952	2.353394024
AC005726.1	8.48130001	29.86992899	46.15969527	30.52067226	31.53648234	23.90275256	38.67667281	52.65720577	40.87021488
AC005747.1	7.404802311	6.105593998	7.689069953	1.487809684	3.726103214	3.699207687	3.889215272	1.540441284	7.424575539
AC005832.4	1.56E-07	126.4289693	155.6116857	201.1695429	242.4830207	117.8739508	0.004758515	174.853743	29.01227031
AC005833.1	169.3693731	216.8358299	156.6683768	120.7581805	199.7149448	106.6280041	114.1311304	103.7193637	115.8503841
AC005837.2	0	0	0	0	0	0	0	0	0
AC005943.1	442.1705064	564.1266802	448.358911	465.8168734	371.2971017	292.2436935	315.2865744	370.4937873	408.1951905
AC006030.1	4.414354038	13.92340508	10.08993999	19.41351035	25.75319288	35.5697898	44.76682858	15.37368717	55.00929685
AC006059.2	6.985884851	15.10125286	12.13627208	7.657271969	14.81414209	19.86954831	9.224604457	10.35048054	12.44210678
AC006254.1	26.74349418	25.80746467	8.655557909	212.5869859	155.17027	176.0222998	218.1207564	256.5046722	247.0649076
AC006486.1	0	9.546175414	5.581751531	0	0	0	10.77505121	11.63894851	0
AC006518.7	0	0	0	0	0	0	0	0	0
AC006538.2	21.01228838	0	0	14.34632913	0	0	0	0	0
AC006978.2	34.3165399	58.22881258	39.00695893	105.0335184	81.56838736	57.46231104	79.21171741	71.13011896	56.28849148
AC007040.2	12.3292161	14.12767501	14.90381664	148.708545	27.15876472	20.38078533	11.59845183	38.64359783	79.61670302
AC007192.1	51.74653581	0	26.2391806	76.04871751	99.38753437	73.12500089	53.14582466	78.28842988	51.15934189
AC007244.1	0	0	0	0	0	0	0	0	0
AC007325.1	0	0	0	0.971003783	1.41137331	0	0	1.034941228	0
AC007325.2	3.369739532	0	0	78.39977566	81.43675778	89.87602849	100.141747	190.9908588	209.8906717
AC007325.4	102.9483214	42.48880064	63.21005381	107.620594	74.84984821	113.693103	119.2482401	75.2497938	152.3797729
AC007375.2	0	0	0	0	0	0	0	0	0
AC007731.5	0	0	2.908095039	0	0	0	0	0	0
AC007846.2	0	0	1.924946151	0.380840897	0	0	0	0	0
AC007906.2	16.75925515	28.43889885	35.78740312	69.13500801	62.43988697	65.55509111	79.00606945	62.04643536	66.20592905
AC007998.2	0	0	0	0	1.753341191	4.376643438	0	5.172995016	1.192094297
AC008073.3	0	2.152822976	0	2.604438494	8.112301661	1.187679499	5.934939111	8.630442962	5.494565162
AC008162.2	0	0	0	0	0	0	0	0	0
AC008397.1	40.86690541	141.4467842	96.36554652	104.683387	99.21049612	69.14181886	32.38172991	36.2526361	40.12252098
AC008397.2	21.81192827	69.89131615	50.29374292	96.76829927	104.768323	112.4989792	97.86834285	76.36584155	108.911823
AC008403.1	2.290120145	4.859728042	0	5.118041028	10.88283379	0	0	4.089538939	8.717086379
AC008481.3	2.751893975	0	0	0	0	3.423824368	3.18249535	1.838469046	1.826286963
AC008537.1	0	0	0	0.177459791	0.745086905	3.78108839	2.821318998	3.172578133	0
AC008575.1	6.34984094	0	0	0	17.61987565	0	0	0	0
AC008676.3	2.821994229	0.938645208	1.900398607	0	0	0.942594772	0	0	1.878858858
AC008687.1	0.476737642	0.476153423	1.444486719	0	5.703972828	0.955193832	6.701600009	8.64589148	6.724666332
AC008687.4	0.909862246	1.798538045	0	0.893045692	0.937092294	0	0	0.911732166	0.906145722
AC008687.8	1.266153822	5.527210797	0	13.20446796	31.08234178	11.1336018	67.34311206	89.03704986	87.1620528
AC008695.1	251.0898823	186.793676	168.5725509	220.9743242	9.797821903	171.7833758	26.22185175	83.77795343	1.15E-05
AC008750.8	7.579763498	10.3183995	5.581155709	5.705258591	8.551251539	4.509242269	15.1924499	23.56724848	30.41434802
AC008758.1	0	0	0.00334519	52.5045315	0.049462717	23.28974398	43.03039301	47.8774738	15.19389806
AC008758.5	0	9.626389794	0	2.165934771	0	4.785214925	0	0	4.150213797
AC008758.6	0.242949754	0	2.700298999	3.904960785	13.10359218	5.782903592	8.132278656	8.734049907	13.22741883
AC008763.2	53.15859175	53.98540976	10.81299435	87.67968162	80.56756261	79.17924105	52.11657352	59.01949975	90.82810233
AC008763.3	17.30970382	0	0	0	0	0	0	0	0
AC008764.1	7.397942366	0	0	0	5.284077817	0	3.683061924	1.595888643	1.621504066
AC008764.4	171.9545377	134.9484469	153.9767298	242.7881588	247.1279194	199.1919348	184.4182419	142.7975627	263.6085708
AC008770.1	0.961685031	2.776559341	0	0	0	0	0.97913659	2.871755634	0
AC008770.2	0	0	0.560515291	0	0	4.943568752	2.818118062	3.196856702	10.73073379
AC008870.1	9.159568867	4.279956996	12.01382548	3.477763544	2.839036131	4.283414298	5.34459931	5.492171829	8.680541686
AC008878.1	15.52471453	28.025171	5.775761805	22.61441099	79.227335	2.920409904	0	2.960669598	2.751601532
AC008878.2	0	0	0	0	0	0	0	0	0
AC008982.1	4.805785148	16.60775069	4.277495213	0	5.855775802	0	4.509633523	4.405997188	5.068525011
AC009133.6	1135.462219	1332.749239	1111.968049	497.3985422	522.359413	549.8783597	497.7041043	804.0393905	842.3841412
AC009163.3	3.359948686	0	7.174956568	1.807058797	0.849400245	4.425330443	2.609829958	4.119353832	6.310485734
AC009163.5	2.271286582	3.257472641	3.059249804	0	4.095340976	0	14.1481919	3.021973671	1.582199444
AC009412.1	435.3339995	604.148925	556.5930416	554.1570774	646.6042707	584.831937	662.6185442	251.071092	806.551707
AC009690.1	0	4.248727859	18.63750503	12.80094818	21.53978749	16.97344593	35.25692382	109.9359442	69.50577591
AC009690.3	0	0	0	0	0	0	0	0	0
AC009779.4	107.6387538	255.5187809	130.1235303	108.9212125	186.2900689	117.5806356	209.605976	231.6561334	272.391241
AC009879.2	0	0	0	0	0	0	0	0	0
AC009879.3	1.381073342	1.128748778	1.985175575	2.473735011	7.414699227	1.481315058	5.63274903	0	6.822661917
AC010132.3	992.6622057	1174.994279	904.9851172	1026.363238	1112.768606	1024.148591	921.4300884	921.828483	1091.297064
AC010255.3	0	0.744668658	0	0	0.742739527	0.743803114	1.48724164	0	0
AC010319.2	0	0	0	0	0	0	0	0	0
AC010323.1	1.24E-06	41.12838057	0	45.51552422	0	23.21147787	0	40.69060493	0
AC010325.1	8.908421995	11.88638824	12.15395349	6.197525416	8.402056051	5.629026799	9.660212209	12.35772432	17.85536029
AC010326.1	367.0593843	414.7258489	283.4106378	268.468258	335.5612534	312.975081	375.1459779	492.8585858	510.838757
AC010326.3	11.9535794	13.34529279	0.001174302	3.845229076	17.18185501	4.811399891	10.26829633	15.30552955	14.6837908
AC010327.2	1.673199081	0	0	0	0	0	0	1.392926359	1.732667719
AC010422.3	27.14515579	35.96549653	13.02455997	21.58009499	20.04528856	26.59367344	43.14726319	16.84502984	29.56920862
AC010422.5	5.039428556	6.875814772	2.774357339	4.361272152	3.348729356	3.754184419	0	0	14.65275363
AC010422.6	71.43163164	81.61590899	90.90809107	197.4484353	231.6406499	180.6191439	175.1509306	241.7372894	284.649639
AC010463.1	6.134840683	0	0	0	6.161007911	0	0	4.755804229	16.06012948
AC010522.1	105.8809931	143.7600241	75.52762236	74.03737189	91.83025612	80.63836871	108.8123393	135.0808338	179.87432
AC010531.1	24.91057876	31.00118238	38.12930161	16.8004509	0	20.04644933	14.02553957	16.99198296	4.718394056
AC010542.3	0	0	0	0	2.541486657	0	0	1.400427636	0
AC010547.4	78.91420039	36.90937244	32.31973414	68.93219899	85.30027722	67.31615363	103.6450833	92.12362577	64.86439039
AC010615.4	0	0	0.760393171	0	1.110826437	0	7.723814858	2.447558703	8.454224403
AC010619.2	0	8.115189741	4.74349009	1.957472949	0	1.839836429	0	1.704922079	0
AC010646.1	5.744908754	1.148888725	3.407850674	1.856878969	6.827286197	9.487012216	6.461389125	3.529789968	2.247137759
AC011005.1	62.14217291	94.24307305	47.26612735	48.10312257	104.4298688	39.60478116	71.38253404	66.74549974	77.54074345
AC011043.1	62.32970336	95.63473976	68.24533803	37.2427163	75.73317499	33.463623	36.20042027	71.97586135	64.42082664
AC011043.3	2.893163449	0	0.972931536	0	0	0	3.158825482	1.937460708	0
AC011195.3	0	0.967183691	0	2.867332913	0	0.966673538	0	0	0
AC011448.1	202.4356883	352.3893967	204.5343004	346.8276743	340.0099415	252.6731667	377.0270384	520.772834	361.3237239
AC011452.2	0	0	0	0	0	0	0	0	0
AC011455.2	0	15.7862585	0	0	0	0	0	0	23.21438237
AC011462.1	0	0	0	51.32599765	204.1986744	4.93E-07	88.36275892	180.7431266	170.0239596
AC011473.4	6.3014988	9.236292732	16.01775991	11.20627285	16.15275513	3.152703851	0	3.106580506	8.264665801
AC011479.2	2.067185417	1.957273718	1.746475479	1.970173544	7.200043453	0	2.08881157	4.272082705	8.268153277
AC011498.4	11.64397896	15.11883052	9.483085381	20.69880016	23.9262307	28.07751392	13.88411606	18.5289632	9.655873304
AC011499.1	4.099095811	6.208568982	0	3.628930901	2.912450539	1.853960987	7.455153399	7.040860235	11.7500389
AC011511.1	75.79067786	85.32984188	82.89633002	124.3084257	174.1889836	104.5159095	92.263442	128.7584903	137.2814686
AC011511.4	39.97159179	59.63405106	38.44893099	46.41807449	0	24.01470471	1.32E-06	114.5961494	39.29365842
AC011530.1	3.063983901	7.497528709	5.595856167	2.009447163	1.075761157	2.111845718	1.038086626	1.042764317	4.241855353
AC011841.1	0	0	0	0	0	0	0	0	0
AC012184.2	88.28443429	151.5118824	173.4944384	127.7615426	237.1089083	153.1517831	7.467279923	10.49686885	0.698401857
AC012254.2	94.11601266	138.1521767	123.1882088	150.0719435	134.8862918	76.29169289	118.4173253	92.38952154	146.3156546
AC012309.1	7.042263979	2.210205316	3.071172115	8.706352549	0	13.00887302	5.560911417	8.834629646	0
AC012488.2	0	0	0	1.93E-08	0	0	0	0	0
AC012531.3	0	1.556474693	0	0	3.140162933	5.063437818	0	0	10.51946738
AC012651.1	4.690246652	2.278381236	6.036410204	69.17920544	84.08137163	68.43845431	110.7200279	132.5348347	109.1536824
AC013470.2	0	0	0	5.584125036	6.851312409	1.423846556	6.652006454	6.081029049	13.08512533
AC013489.1	7.18388494	10.77012162	14.4975405	6.414099133	0	0	0	7.120437506	0
AC015688.4	0	0	0.259574716	0	0	0	9.125969568	0	3.275682345
AC015813.2	0	14.28595484	20.15241383	6.129755754	16.68836977	17.10642085	5.890464765	20.35734899	16.29970082
AC017083.3	115.8195879	115.4478784	31.45862852	96.07354298	7.03E-05	53.7770833	10.04957086	0	80.65859898
AC018512.1	0	0	2.138362438	0	0	2.141242577	2.961742509	6.840663313	0
AC018523.2	8.701318584	42.59795028	19.18479786	12.84584929	17.32587931	11.99249452	31.76643554	12.14011973	19.91194889
AC018630.2	68.53734096	86.18429347	64.79607658	67.64620753	67.9864577	37.63922109	72.93394992	73.38352158	73.66744697
AC018709.1	0	0	0	0	0	0	0	0	0
AC018755.2	0	0	0	0	0	0	0	0	0
AC020636.2	0	0	0	0	0	0	0	0	0
AC020909.1	3.06782005	0	2.122513536	0	6.092750475	0	2.587253732	0	0
AC020922.1	0	2.860332525	0	0.971320885	0	1.501677805	1.965488728	5.304968632	3.691651447
