gene	PC9.DMSO1	PC9.DMSO2	PC9.DMSO3	PC9.osiacute1	PC9.osiacute2	PC9.osiacute3	PC9.osiDTP1	PC9.osiDTP2	PC9.osiDTP3
CLIP3	94.82239922	103.5209834	99.95372926	137.6069217	152.3299527	132.4902496	238.8492824	367.1018911	316.7347025
CLIP4	1603.283965	1949.254775	1706.174982	2892.158208	4202.649104	3026.339322	2964.787126	4258.571881	4574.687549
CLK1	744.1198168	1672.128895	1809.538146	1600.182243	2250.105716	1051.31173	1020.371337	1233.405085	1540.703139
CLK2	1142.800663	1883.280045	1430.53397	2146.993409	2572.280129	1714.195396	1366.321283	1876.943681	1584.442045
CLK3	1372.672865	1808.205969	1622.392828	1840.092811	2158.341387	1726.649209	1714.368905	2330.561792	2539.335096
CLK4	393.1746761	594.1772766	690.4692904	710.8037161	978.7813129	554.708748	589.6841826	752.8110634	767.2038118
CLLU1OS	0	0	0	0	0	0	0	0	0
CLMN	1378.527577	1717.532228	1214.75314	2554.854754	2919.010474	3066.307673	1471.817618	1596.269072	1652.225077
CLMP	946.460576	1686.384498	1057.5357	411.581032	464.1529904	613.4346121	94.51087197	118.0030717	120.961324
CLN3	1822.907268	2796.186911	1949.959981	4431.815963	5682.132414	4056.314826	4011.726912	4699.893586	4581.576948
CLN5	464.4181385	568.6422615	414.6727505	531.8194458	718.9116631	705.9805396	749.3209805	764.8533664	1001.354043
CLN6	3644.424436	3901.623654	3430.269932	1540.789256	1401.578371	1589.281028	1555.459031	1815.212999	2035.632734
CLN8	1228.397301	1379.722952	963.8641563	737.4989096	1010.476249	921.4878844	888.0758933	873.1252554	1327.494435
CLNK	0	1.799014339	0	1.926213704	1.788545467	1.789654455	3.673748571	0.866582244	0
CLNS1A	5983.849728	7937.596182	6280.906261	5402.506796	6499.803718	5372.982641	4051.116845	4730.693311	5227.462195
CLOCK	1649.964278	1980.357897	1648.035363	1026.507143	831.8219055	981.2974632	1531.341308	1187.165893	1974.143268
CLP1	1304.184379	1591.954905	1314.439449	1159.987765	1279.631408	1059.909082	1041.921275	1079.083588	1364.151525
CLPB	1942.400337	2280.303298	1697.273418	1137.440556	1042.346158	1258.918075	1109.674824	1048.92364	1289.920031
CLPP	1175.468102	1307.136417	1071.809035	768.4762108	778.5605627	816.250645	639.3861062	756.2170412	820.1128381
CLPS	0	0.930070715	0	1.013974974	0.931877755	0	0.930923434	0	0
CLPSL1	1.513696299	0	0	2.981900688	4.699193168	0	0	6.639206675	1.509893221
CLPSL2	2.823225588	3.594762182	8.591172313	8.995628912	9.094532491	12.25728285	3.26028005	11.13852728	4.321014883
CLPTM1	8001.300601	8882.072869	7283.182985	8148.165103	8685.484534	8492.780921	8237.800405	10085.04924	10023.70177
CLPTM1L	8858.022917	10842.73046	9045.038426	6389.173273	7247.090766	7098.72122	6297.962279	7684.862306	7473.469089
CLPX	1701.489175	1987.393616	1519.968096	2166.396236	2264.388431	2124.990886	1335.505051	1273.448105	1920.293065
CLRN1	0	4.64256841	0.925704999	0	0.920072883	0	3.686898321	0	0.918675524
CLRN2	0	0	0	0	0	0	0	0	0
CLRN3	0.958068392	0	0	0.949269714	0	0	0	0	0
CLSPN	753.7272779	735.6784252	732.2014867	146.5164758	80.58379974	145.6636389	264.5419774	332.1142798	404.6831803
CLSTN1	10183.10698	12286.34129	10266.41056	11109.15974	13200.89138	11367.84612	9895.531992	10881.08461	12393.93261
CLSTN2	2.586701213	3.919075123	6.532957958	11.5837434	1.300246844	3.874339786	22.70043915	5.852353646	12.98701419
CLSTN3	1949.935808	3619.899923	2470.110978	8243.140676	11559.72849	9480.596033	8598.340456	9204.37875	12570.73223
CLTA	3116.211988	3866.81433	3197.472	3189.098047	3617.127732	3237.192021	2865.803465	3201.247899	3473.629016
CLTB	6400.503031	9213.961627	6877.28108	4286.029911	5776.593229	4269.613368	4032.125954	3799.706816	5682.853672
CLTC	29497.75022	37059.41478	31754.58877	27437.27093	30427.95518	29193.22151	26994.08847	28921.66513	32753.39408
CLTCL1	118.3710767	191.6050297	129.7817827	125.4076627	192.3324609	185.3073129	157.4090431	174.6377291	343.5843274
CLTRN	5.812958682	8.765031968	6.841385942	56.71437413	94.14051744	46.50475116	64.15496664	65.20768713	93.09795474
CLU	1970.26004	1874.88019	1326.707173	7526.377947	8585.828861	8720.219824	10475.17938	14346.08568	15062.8671
CLUAP1	497.4165302	748.8185448	389.2870959	900.4365759	848.6827333	777.4114864	474.1489839	685.4495287	702.7953014
CLUH	13128.70707	14693.73007	12965.27805	7356.91679	8916.645823	8566.577921	7559.517054	10023.34516	9562.219803
CLUL1	6.028361498	2.456901609	0.458230192	0	1.79259714	0.604115061	2.456933776	1.610847222	5.028536758
CLVS1	2.782073422	3.930144914	6.269409929	18.03700098	6.191444258	0.560322093	5.047919948	0.576335692	5.895522454
CLVS2	0	0	0	0	0	0	0	0	0
CLYBL	54.04537168	70.03927383	47.48754159	96.65894257	117.5348466	110.4523007	67.38486545	58.21602114	64.34318453
CMA1	0.809724546	0	0	5.35089313	3.234669518	0	2.699306728	9.754926252	1.354118627
CMAS	2982.002005	3762.738657	2955.699053	3117.784519	3674.12146	3372.004414	2632.281819	3071.510814	3368.819567
CMBL	1973.733756	2412.915537	1830.216473	2322.865007	2639.409524	2373.142836	1754.025346	2565.113642	2640.208595
CMC1	773.7526312	969.6466236	740.6394555	470.7144531	582.3884806	427.4907305	421.7443424	535.0993505	412.3876919
CMC2	1327.981773	1559.463949	1278.379391	463.2880488	471.0643739	530.2226952	749.3487718	821.8468579	917.9654038
CMC4	232.224586	207.6082827	195.7927085	224.8877932	263.9650576	282.8055601	176.7126986	217.5383342	248.1891977
CMIP	4820.487762	5839.517791	4969.112905	3736.19683	3564.487103	3221.589956	3371.503049	3224.537059	3845.877643
CMKLR1	0	0.819327971	0	0.807658983	2.447068163	2.434217842	0.817331723	4.897765297	2.358739023
CMPK1	4318.700906	5743.866991	5067.34745	3107.819458	3823.331587	3215.060017	2925.574018	3338.89592	3425.714885
CMPK2	4.473411435	8.878803117	2.336518276	0.767188394	2.984738	4.537480104	76.22878477	31.40169246	102.5831047
CMSS1	4454.005119	4834.067178	4572.968386	880.3061871	896.9659099	998.3900029	1002.129472	1113.18369	1029.227617
CMTM1	60.69729175	33.64380162	30.26330361	8.988479375	17.12625202	18.77307955	29.95575224	43.24460716	48.93148465
CMTM2	0	2.207698579	1.492035327	0	0.616062413	0	0.744112015	1.983602156	6.626242903
CMTM3	1133.088133	1347.329576	1183.213952	317.1723537	457.0087697	451.3608952	875.9745683	610.6123683	952.0443096
CMTM4	5707.482692	7056.565993	5695.044406	2445.968833	2828.747139	2949.01648	3143.367643	3533.67065	3917.10388
CMTM5	0	0	0	0	0	0	0	2.971618542	0
CMTM6	3986.16165	5659.337368	4938.136492	5106.489016	6147.683789	4976.6221	4244.413718	4512.809123	4759.608068
CMTM7	1988.753055	2559.433012	2053.506315	1042.392298	1105.318204	1058.930154	796.6537823	1061.607668	1077.944581
CMTM8	281.9506979	371.269877	300.9718576	411.0020033	390.9096253	353.9358738	223.1130123	305.1206318	300.4988878
CMTR1	2424.881655	3036.593696	2243.429144	2715.306058	3128.157796	2937.835419	2575.759843	2779.147636	3122.417111
CMTR2	1487.768754	2276.369995	1928.002917	1063.652627	1204.745888	975.5972147	886.4871376	1240.370814	1003.270662
CMYA5	53.38050756	66.73627541	61.27215722	107.1695918	218.8483001	171.0750936	118.5710884	139.5847805	94.15684993
CNBD1	0	0	0	0	0	1.933775938	3.62335777	1.071582598	2.779396853
CNBD2	26.53255964	45.18246753	42.63238832	3.862972638	20.98530697	21.92734392	15.23011094	3.417733805	23.3646314
CNBP	10790.2322	13665.26136	11302.78495	6252.903373	7613.94058	6396.694076	6520.036694	7047.788896	8460.270345
CNDP1	7.230456914	5.679580203	0.902582615	5.814847081	14.0507534	8.055192954	14.17136041	8.450360423	12.74844104
CNDP2	8143.799403	9775.921463	7806.31615	5809.49081	6759.446778	6685.478928	4688.284841	4921.400605	5636.447744
CNEP1R1	184.3775629	312.5568808	214.0938196	277.2732383	342.7683313	282.6714629	250.4890447	318.3487284	250.1420842
CNFN	26.62133696	41.81262421	25.07320254	58.63423259	85.50159544	64.53209816	78.18926581	85.5713397	80.49227817
CNGA1	41.44950874	75.74565243	30.45191357	48.26999188	134.2787571	67.70216943	125.5783802	199.9413727	157.7238155
CNGA2	0	0	0	2.941249595	0	0.986045869	2.975720088	0	0
CNGA3	0	0	0	0	0	0	0	0	0
CNGA4	0.948332659	5.724533807	0	5.648551706	7.817088561	7.585117372	15.08529114	26.67764672	16.14150135
CNGB1	23.38711618	32.96581222	57.56389323	111.9410185	123.0144495	101.384919	117.1693761	91.14167153	62.02934476
CNGB3	9.253464602	9.150105706	25.20475044	10.48517577	15.50184762	7.855053978	1.886489073	2.594264652	6.377631238
CNIH1	2396.423209	2997.415533	2629.059196	1658.350371	2162.521886	1775.65266	1367.682294	1518.264619	1911.607946
CNIH2	22.08628389	49.04994784	43.70734641	65.91550347	101.4749586	97.93917156	78.19508872	119.2353081	95.13673568
CNIH3	84.34912077	102.8428986	93.01965658	84.84491451	96.10061497	57.75002483	74.19374562	62.53408399	88.85166582
CNIH4	1335.767539	1837.133172	1527.160666	1053.931343	1238.058673	1015.866618	810.1405751	1049.342069	1016.437558
CNKSR1	862.4744871	1238.163867	942.3365268	2225.134042	2517.507586	1921.71273	1670.567961	2119.886623	2116.197174
CNKSR2	198.3684873	183.7337107	208.1307248	35.90957316	29.97199979	76.88461173	248.9475997	92.39850112	162.4607754
CNKSR3	143.2554889	175.8531051	136.3676288	225.1406881	135.6300929	153.9620516	192.0890711	295.5380926	304.6746907
CNMD	0	0	0	0	0	0	0	0	0
CNN1	2.581329147	14.07231589	10.86268632	3.046813564	23.83576132	16.44069743	37.42802765	46.02177661	97.25661626
CNN2	4697.61869	4815.17489	3696.282474	5834.63089	7574.579787	6972.250762	5915.879076	5983.827268	6900.850008
CNN3	4541.195649	8441.009684	7088.001371	4596.148653	5735.498162	4923.588393	5636.399376	4664.186103	6813.870872
CNNM1	0	0	0	0.92194582	0	0.927684887	0	0	0.928939833
CNNM2	451.5959626	641.4580284	523.0788416	864.4141322	981.37539	899.7445312	656.9056447	850.2548407	928.4692067
CNNM3	1108.559466	1403.934229	1153.309246	1767.300755	2052.765422	1558.942703	1481.240704	1854.501954	1583.177502
CNNM4	2632.74001	2999.832036	2133.475657	4546.15505	5583.709527	4918.769347	3137.027897	4669.429562	4807.797191
CNOT1	12967.89948	18522.15386	14666.09051	12042.4805	13957.40456	11763.93286	11327.36946	11976.83121	15359.43071
CNOT10	1435.524823	1565.582506	1470.30298	784.2133295	1035.150278	1014.273977	768.6306193	1137.132442	1004.063308
CNOT11	3127.476688	3510.981207	2664.552343	2075.766287	2269.792277	2082.957043	1635.885051	1794.446686	2150.238153
CNOT2	2106.514923	3416.393047	2037.193278	2241.293003	3017.464481	2627.068876	2323.025747	2708.779254	3327.117131
CNOT3	4328.32547	5151.551222	4206.964773	4686.529654	4719.845109	4311.333098	3389.994081	4446.350427	4611.720416
CNOT4	963.1062485	1313.112112	1191.38574	1297.846237	1311.392226	1268.039976	1173.112725	1573.246281	1817.00335
CNOT6	2958.751528	3717.046559	3308.88882	3279.055117	3665.646747	2822.432952	2162.310648	2335.55152	2781.040753
CNOT6L	1058.844316	1533.28145	1242.522698	1550.520329	1543.762065	1306.248439	1306.555097	1617.374066	1652.778995
CNOT7	3464.495873	4588.610336	4145.267668	2496.308636	3112.024927	2686.680976	2310.432092	2663.046614	2800.213466
CNOT8	1954.444223	2966.099126	2196.158606	2892.705047	3261.429506	3028.045111	1823.41936	2544.324673	2606.454855
CNOT9	2707.210018	2891.836969	2249.908181	1397.796959	1323.006721	1304.572437	1581.200531	1757.04349	1731.201728
CNP	2832.317706	3605.531192	2707.944065	3329.013733	3661.54601	3492.775794	3098.356474	3569.59644	3902.350769
CNPPD1	1421.996431	1743.916874	1371.315134	2341.733206	2768.110841	2492.683594	1842.492763	2223.730076	2239.047353
CNPY1	0	0	0	0	0	0	0	0	0
CNPY2	1556.309053	2115.535249	1607.834351	2025.680409	2139.527206	2028.162651	1930.850016	2401.514175	2650.594012
CNPY3	2066.780441	2244.226517	1771.901096	2391.167627	2583.15497	2519.634335	1893.263341	2334.112424	2556.10493
CNPY4	92.29311055	141.8220306	119.4729049	115.0780767	156.5297239	167.6966541	126.338574	171.8002482	175.2619166
CNR1	0	0	0	0	0	0	0	0	0
CNR2	5.928388894	5.14172896	5.390347586	4.010200781	9.328563017	9.888605917	4.024831366	3.208706505	6.580134911
CNRIP1	0	0	0	0	0	0	0	0	0
CNST	666.7693713	537.6546586	460.6099145	419.9437614	538.1578419	515.5703973	583.3167028	496.4361259	912.1791544
CNTD1	21.83192885	40.2217043	18.4008299	47.17145456	100.8956737	57.03715347	52.96380228	87.82630068	46.71786341
CNTD2	1.568103192	2.365941887	6.569626738	6.194132456	3.928899453	0.783935695	6.248243661	7.877005393	10.3645978
CNTF	88.29611189	122.991794	93.80891313	58.80631439	57.77709629	49.72951838	52.55173153	77.74851866	69.985734
CNTFR	0	0	0	0	0	0	0	0	0
CNTLN	299.4636672	359.2717966	323.6961452	122.8525644	146.6727638	198.069204	178.1040895	195.6518217	211.1760109
CNTN1	76.37894822	105.5304875	86.52369211	137.5098838	43.56329743	80.19158466	17.49942374	22.40761944	30.91581871
CNTN2	0.558905756	0	0	0	0	0	4.225923467	4.494217664	0
CNTN3	0	0	0	0	0	0	0	0	0
CNTN4	0	0	0.674706847	0	0.675783804	0	0	0.676468259	0
CNTN5	0	0	0	0	1.867915858	10.28776509	1.456979363	17.51376405	12.59617298
CNTN6	0	0	0	0	0	0	0	0	0
CNTNAP1	58.14596467	35.67964967	39.60923151	77.47217485	133.3544747	99.78447329	239.575513	330.0232269	269.4443677
CNTNAP2	0	0	0.841608252	0	0.83425547	0	13.00166112	0	0
CNTNAP3	307.4871333	400.4305367	425.0293616	216.7512348	218.463379	211.2546968	226.0846573	197.5703772	204.3304537
CNTNAP3B	20.66490294	42.86194451	38.64646393	31.32729625	88.36313343	23.5761647	35.45053327	32.41494994	27.56440547
CNTNAP4	0	0	0	0	0	0	0	0	0
CNTNAP5	1.961584347	0.992120763	0	5.867232296	2.955177865	1.964604481	1.974086176	4.928797579	2.956164258
CNTRL	807.6130561	1144.111485	932.5242275	872.1608475	809.9001554	848.4428307	581.1158949	778.7258635	948.2385002
CNTROB	1091.436649	1587.890554	1290.623469	1282.853705	1230.466394	1164.770363	1488.485385	1674.966748	1702.010937
COA1	3245.11007	4162.482963	3247.979915	2031.129305	2311.264698	1927.436545	1745.331343	2042.913736	2178.630285
COA3	1359.594038	1429.948056	1162.195831	1242.647739	1446.143297	1379.587227	824.4915013	1014.363822	1081.398434
COA4	2217.141569	2826.130554	2316.562092	1640.415122	1886.757016	1573.139247	1388.874244	1678.56124	1771.070476
COA5	569.8730836	878.5616195	614.8584213	923.5873136	1134.158187	830.8773684	706.0183087	899.6072604	950.429633
COA6	744.8959769	944.3924197	760.8476761	362.5993023	476.2018765	414.2494127	298.8945856	413.7691006	397.9685217
COA7	2048.485936	2327.194568	2125.526641	550.1634186	556.7151203	503.5031346	634.1077818	722.035938	863.9564126
COA8	1931.008235	2356.335077	1827.308951	1752.97189	1930.1788	1667.241524	1641.107356	1900.51723	2175.451828
COASY	5708.723461	7544.945431	5520.290621	6758.911616	8121.674561	6839.610291	3816.847547	5052.100818	4597.518905
COBL	2682.710369	3727.860632	3185.26747	3585.16147	3328.335928	3131.273645	1827.641034	2086.13451	2258.698628
COBLL1	264.3990108	338.9220002	530.8511515	209.5796958	139.3907319	150.0806238	288.2336625	300.8136302	413.748802
COCH	33.72115216	72.7688201	25.53932678	47.07731401	58.18159181	41.01758027	29.66106703	21.61654646	52.6314585
COG1	1125.792319	1612.444278	1348.716909	1553.771291	1769.035437	1556.873851	1547.300704	1911.052993	1768.215992
COG2	1223.004668	1529.564876	1182.252915	1026.359531	1145.591129	1136.975113	1085.50539	1140.47855	1397.443228
COG3	1613.052119	2218.408533	1984.020465	2082.538746	2271.448252	2375.560756	1786.651159	2299.372687	2732.2837
COG4	3248.325822	3744.95325	2869.042752	4094.451218	4409.007686	3989.914337	2837.936318	3460.780245	3721.292864
COG5	1576.317369	2021.95044	1540.981484	1390.708408	1303.950899	1351.051102	1669.020951	1861.585884	2268.864552
COG6	858.8000624	1211.182039	1014.772796	1583.771038	1874.242177	1702.401782	1586.581728	1997.892563	2152.847293
COG7	606.6857606	773.848774	620.5234638	999.8492878	964.0927554	892.6147035	741.7179208	999.7549825	943.0487969
COG8	1081.79437	1274.027813	1070.542763	1158.13447	1344.068069	1080.328553	1034.730725	1338.270729	1301.750816
COIL	1078.192922	1478.266475	1158.880963	1024.821149	1253.586252	1067.851579	898.8816612	1079.523701	1199.829079
COL10A1	7.996119486	4.271184983	4.038751046	17.15947052	7.966129088	4.234338107	11.95834779	16.04860012	11.97975397
COL11A1	4.254872286	20.42744002	0.60697131	55.26669307	240.0395605	197.936051	82.1623085	246.0224521	208.0859933
COL11A2	63.50854716	68.49244547	54.04665208	159.5177699	304.4927422	123.769363	473.557094	764.7791894	708.1616765
COL12A1	3505.747713	4134.654328	3253.310747	7328.467026	10939.49999	9529.575462	14431.9616	15270.2184	21392.6146
COL13A1	1027.179188	1600.500831	1330.34744	5.406629051	1.369875233	8.233678149	7.548450257	7.640341762	18.10166388
COL14A1	0	0.91435491	2.177665825	0	1.820832565	0	1.642256727	2.724914819	0
COL15A1	19.38844035	11.06231315	8.705889952	19.83084607	19.96375897	5.257903534	29.03316547	18.75281022	47.62001367
COL16A1	412.2852978	588.2908418	426.7832694	4695.084984	6839.061681	5022.872378	7765.424795	11470.84939	11013.63108
COL17A1	0	2.474666683	0	0.546561728	2.828216104	0	0	0	5.814633908
COL18A1	425.7819547	490.274221	588.5364141	785.6996723	888.1128393	500.4999255	870.2356225	1154.814156	902.1940364
COL19A1	6.448930063	18.14590918	9.445653367	5.675360439	11.6258593	10.31946308	22.55787478	19.82882985	7.016375979
COL1A1	777.4781554	1044.583701	606.1479645	1443.877946	1536.907142	1590.578569	1090.426772	1302.082754	1847.415264
COL1A2	3.055346564	5.395050708	1.540054931	3.798433124	20.68672534	4.578381124	11.53226586	18.56226121	13.53092419
COL20A1	0.342347269	0.34583692	0	11.01476186	5.247855356	10.32534138	78.00866079	153.19548	183.8085409
COL21A1	0	0	0	0.762514046	3.430527098	1.988030057	2.330131689	2.707053211	5.708969536
COL22A1	0	0	0	0	0	0	0	0	0.885010755
COL23A1	0	0	0	0	2.070501845	0	0	0.773375563	1.033699137
COL24A1	1.183992481	1.87950275	0	3.153059665	4.245967255	3.720944718	3.74963999	3.186412073	4.078367836
COL25A1	0	0	0	1.483992625	4.765792123	2.236620749	6.006852699	7.372723701	13.46869783
COL26A1	9.648776482	13.25959486	7.444131365	57.85655515	52.8177794	44.34885587	76.16968014	80.75576092	157.8986145
COL27A1	362.2383449	356.8030488	313.2530737	689.6554006	819.3783709	681.7806909	432.4491226	549.5202838	622.0971291
COL28A1	11.13790695	44.09861945	11.81011936	62.33567958	73.95042608	55.76496488	43.02597503	69.64240107	53.99682211
COL2A1	0	0	0	3.720556456	3.753638907	0.960812976	4.257881043	4.293385763	1.647872418
COL3A1	2.290330628	0	0	0	0	0	28.74447817	2.410211619	4.806030386
COL4A1	66.75955579	95.45232158	58.98815139	27.25364544	72.40061737	54.61065591	150.5537739	94.5564532	196.3808011
COL4A2	6.452538332	64.83415808	35.80625493	5.70462239	36.18943595	6.445910712	17.32637166	31.87333098	43.38782481
COL4A3	46.88389083	130.4067306	28.41120831	204.7105049	190.6277743	102.2040189	350.4916244	254.3931136	611.8947837
COL4A4	194.6311826	298.6887257	157.5489375	383.352863	613.3792568	550.8258153	1620.298661	1299.294175	3489.57342
COL4A5	2324.605265	3028.610375	1753.825617	3694.203883	4544.299194	4737.743084	3127.759834	2876.036345	4362.794885
COL4A6	553.7921803	511.5075172	368.0813316	606.5200998	630.6201752	875.7105768	311.1714398	228.6288206	366.6289724
COL5A1	457.9316881	502.8406862	495.453883	1019.417467	1923.44911	1067.597148	5523.35047	5212.791458	8510.205868
COL5A2	16.60508095	21.73449971	35.34889487	45.52164902	35.15798311	40.33861282	33.45344044	43.2937216	46.98481447
COL5A3	0.960915587	0	0	0	0	0	0.967211241	0	0
COL6A1	25791.72158	25831.14709	22095.49604	15087.34913	18639.52773	19091.20763	7587.980204	7655.804738	8386.009094
COL6A2	9257.339651	9808.050884	8825.022082	8618.172061	10734.61234	10416.42848	4974.542534	4859.65016	5315.568661
COL6A3	22.29372528	49.73441121	41.37192592	21.51876161	25.09038045	28.73101478	16.21264927	18.86389478	18.79889641
COL6A5	0	0	0	0	0	0	0	0	0
COL6A6	3.343463052	1.497483275	1.495341262	1.662147037	3.35727789	0.740871279	0	0.745540459	2.230143716
COL7A1	11518.85195	13847.76985	11691.69404	18232.30745	23508.88897	15807.07157	16182.31909	16419.558	21307.97558
COL8A1	202.4579159	181.9031937	207.944003	73.6589235	57.94610698	78.94686329	129.3490998	51.93803167	126.8496216
COL8A2	0	2.220087295	0	1.903735947	4.423316545	0	5.779344188	5.302176434	8.213729359
COL9A1	0	0	0	0	0.552201079	2.86622379	0	0.95848424	0.346336038
COL9A2	139.5181468	445.6451609	285.5494634	301.2588132	521.3675895	218.1916519	188.9367072	230.4486991	225.331451
COL9A3	3.618708782	5.537747817	0.417338508	24.21492107	22.43456432	26.31718213	15.89121809	24.14953316	17.66476689
COLCA2	26.53906544	45.75499865	17.52925632	151.8616826	182.9593981	152.4466261	80.88401371	81.06660147	94.7637231
COLEC10	1.656936361	5.821287426	0.835957871	15.60375801	20.99861988	18.53695714	8.302195944	2.496246696	5.155333879
COLEC11	82.9813558	100.0136041	97.7703195	151.4680141	202.7285273	126.8387216	187.5865932	265.2587843	281.2342494
COLEC12	32.08016593	9.117988061	19.06872933	8.875332746	19.44066716	22.90239093	3.044445002	23.78449989	28.84598242
COLGALT1	11772.02079	13387.05423	11543.76497	6627.789345	6716.96534	7399.472504	6725.106193	6983.274637	7104.179556
COLGALT2	73.86149703	90.07036243	65.78977605	38.94417628	49.50207401	52.24136625	97.71191398	124.2778085	207.9317589
COLQ	2.794106097	12.28646185	0	38.23315766	42.53216302	51.85796209	58.0359233	92.51074049	66.51963407
COMMD1	592.204563	793.7383867	564.596439	642.9806114	832.4590273	662.5179599	369.7255076	372.4620491	447.360605
COMMD10	840.6861565	942.6413532	788.5878963	583.8640019	628.2317612	733.8094736	393.6218611	406.864854	566.254139
COMMD2	1295.867857	1384.333721	1275.657961	1200.791883	1253.495288	1187.752477	1093.25576	1361.142499	1576.671306
COMMD3	492.5448789	602.5603406	508.1209916	718.3099932	773.4833577	624.072506	487.0583835	506.0913138	558.473241
COMMD3.BMI1	654.9587798	632.6546453	533.7139265	583.9155342	731.0794101	756.1495269	447.0738182	568.450672	629.4988792
COMMD4	2693.936088	3195.711163	2288.199008	2351.599908	2487.567555	2569.72317	1915.723244	2219.62541	2672.211796
COMMD5	1587.337702	1774.239783	1355.414562	1323.775862	1444.786554	1350.53357	1212.904223	1377.81298	1598.033329
COMMD6	708.561373	964.1577927	708.2624823	971.334918	1113.515996	911.4676064	859.268979	1017.981287	1065.575759
COMMD7	1174.966938	1594.727435	1235.92945	1673.679449	1806.2155	1588.31924	1166.784547	1345.626695	1581.339323
COMMD8	550.7615584	766.4242605	605.8025326	430.3858801	444.6017378	418.8667922	378.812857	384.1287162	456.4840699
COMMD9	1956.177773	2235.291074	1717.315593	2244.109722	2528.173239	2072.773297	1922.17515	2354.030012	2547.375274
COMP	2.542168847	2.53633451	2.570343258	0	0	0	0.487761108	2.549252335	3.021523181
COMT	3027.562496	3518.930239	2753.999971	2170.613143	2349.50167	2197.668766	2147.566918	2779.912159	3276.870639
COMTD1	982.4459759	1231.575439	963.5314736	2220.516916	2443.283765	2176.883973	797.6683571	972.8644063	905.0520574
COP1	1200.359872	1617.219416	1288.437366	1477.214432	1594.852523	1484.806115	1175.751926	1324.527074	1563.153002
COPA	7235.640939	8887.718491	7756.073159	11120.52502	12958.51968	11881.38992	11276.94538	12120.05388	14724.72545
COPB1	5277.128258	7089.463775	6187.131911	6950.56779	8412.713793	7322.626817	6212.136983	7738.410113	7938.285259
COPB2	7580.512214	9634.56384	8470.890685	11195.73834	12332.2737	11009.06459	9560.469458	11140.46936	12955.16205
COPE	5511.227187	7425.951016	5431.235186	6146.194229	6704.306865	6242.980554	5077.639343	5691.116705	6836.907276
COPG1	4780.583258	6923.555985	5952.258614	9325.740769	10518.29651	9050.804288	9739.784724	11310.46557	12253.61009
COPG2	1005.634132	1179.745618	1077.930187	1112.277871	1003.45267	1143.682398	706.421231	827.358897	935.1295887
COPRS	1479.028302	1710.609033	1500.454378	623.9374872	705.754053	739.1212758	748.3664351	817.2453292	937.0819172
COPS2	3000.603025	3646.310616	3348.318248	2227.932796	2974.723727	2529.736745	2237.687827	2611.290766	2812.791191
COPS3	3503.765793	4201.697766	3696.839236	1878.463426	1834.289471	1843.405851	1890.377564	2000.626555	2396.152586
COPS4	980.2196127	1158.39624	1022.339615	671.5143479	910.3646053	777.0974246	551.2568671	571.1877612	715.8914671
COPS5	1451.143628	1677.040973	1488.168166	1309.887105	1549.155826	1399.478443	1148.586673	1297.613754	1377.483194
COPS6	3983.445263	4782.276526	3735.25513	2866.076556	2986.765722	2815.568262	2293.454012	2684.590518	2815.683025
COPS7A	5724.070985	6878.108502	5538.375639	5798.307381	5775.130214	5580.127439	5272.783953	6073.629594	6586.829786
COPS7B	2529.962558	3008.075417	2615.603112	2318.412802	2628.479665	2467.932555	2052.187171	2682.415333	2570.061172
COPS8	3223.759943	3923.114664	3165.747306	1987.89132	2072.190213	2231.620748	2035.078638	2317.106811	2690.148443
COPS9	1265.637677	1694.89451	1130.306489	949.9970901	1289.82586	1164.183742	877.7682589	1006.135509	1159.421161
COPZ1	10478.99765	12968.8773	10734.80885	10080.87855	11719.16158	10640.05282	6818.237143	8173.374564	9170.387949
COPZ2	0	0.96070162	0	2.578044875	2.596784271	6.307307234	23.44049582	41.06420792	41.93969053
COQ10A	97.94063273	133.1915137	98.03559493	203.4180406	271.3017354	183.5867269	166.3816572	237.5974444	169.0545294
COQ10B	527.6325051	820.2179739	650.1259561	470.3628199	489.1071505	597.8073456	668.930056	777.7192251	938.7334709
COQ2	661.5518086	668.1700677	596.3651325	396.6401046	438.0710808	434.7385685	361.6851841	470.829661	463.4195591
COQ3	881.7592478	1039.182087	826.8169677	315.1956625	349.0187432	323.4657134	273.3979171	295.3988905	242.0271628
COQ4	1373.306628	1925.362251	1462.089744	1680.139051	1937.357006	1733.620351	1209.748241	1631.381586	1528.707043
COQ5	1039.648833	1332.090266	937.4396549	1261.114932	1469.0629	1346.264654	891.0443606	1134.158261	1111.857907
COQ6	175.1424124	237.9447882	190.8147859	282.2085253	264.1357708	130.2047264	239.122218	300.4833678	309.7163893
COQ7	627.1455358	1113.770771	735.0200352	738.9152891	731.9610823	688.9771705	508.8434278	526.9939484	664.6195238
COQ8A	989.8688695	1575.574414	1248.463694	1688.72649	1876.623696	1820.325408	1187.077852	1847.474803	1572.456347
COQ8B	687.3627867	870.8462637	659.4796048	1690.032452	1998.324048	1625.4177	1116.073901	1708.115265	1708.459579
COQ9	2088.968725	2723.168004	2139.497689	1736.225131	1850.669816	1835.65655	1588.870104	2152.455025	2069.794702
CORIN	5.563352327	25.47053989	36.17045921	28.62580617	48.253054	29.23982947	46.1318899	53.25044001	35.90996488
